review_text,rating,review_date,helpful_votes,verified_purchase,sentiment_score,sentiment_label,aspects,strength_mentioned,weakness_mentioned,product_id,brand
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2025-06-21,22,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0008,Safari
Purchased as a gift and the recipient loved it. good zippers is genuinely impressive for this price.,5,2024-12-20,40,True,0.875,positive,"{""zipper"": ""positive"", ""price"": ""positive""}",good zippers,,P0008,Safari
Do not buy! The colour fading is terrible. Safari should improve quality control.,2,2025-02-18,4,False,0.362,negative,"{""durability"": ""negative"", ""design"": ""negative""}",,colour fading,P0008,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,5,2024-07-28,41,True,1.0,positive,"{""wheels"": ""positive""}",smooth wheels,,P0008,Safari
Quality is below par. lock quality within a month. Very frustrating experience.,2,2025-01-02,26,True,0.118,negative,"{""durability"": ""negative""}",,lock quality,P0008,Safari
Not worth the price. lock quality is a real problem. Customer care was unhelpful.,2,2024-04-21,5,True,0.183,negative,"{""durability"": ""negative"", ""price"": ""negative""}",,lock quality,P0008,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2026-03-13,25,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0008,Safari
Okay for the price. Liked the durable build but colour fading is a concern. Time will tell.,3,2026-01-12,41,True,0.574,neutral,"{""durability"": ""neutral"", ""design"": ""neutral"", ""price"": ""neutral""}",durable build,colour fading,P0008,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,5,2025-11-30,8,True,0.905,positive,"{""size"": ""positive""}",spacious compartments,,P0008,Safari
The durable build is outstanding. Packaging was good too. 5 stars.,5,2025-05-10,30,True,0.913,positive,"{""durability"": ""positive""}",durable build,,P0008,Safari
Average product. The lock quality is a major issue. Would not buy again.,1,2024-04-24,34,True,0.0,negative,"{""durability"": ""negative""}",,lock quality,P0008,Safari
Been using for 6 months now. good zippers still as good as day one. Very satisfied.,5,2024-12-01,34,True,0.995,positive,"{""zipper"": ""positive""}",good zippers,,P0008,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,4,2025-06-02,0,False,0.785,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0008,Safari
Returned it after first use. The colour fading made it unusable. Waste of money.,2,2026-03-31,44,True,0.211,negative,"{""design"": ""negative"", ""price"": ""negative""}",,colour fading,P0008,Safari
Decent product. good zippers is good but colour fading needs improvement. 3 stars.,3,2025-01-23,18,True,0.489,neutral,"{""zipper"": ""neutral"", ""design"": ""neutral""}",good zippers,colour fading,P0008,Safari
Average product. The handle wobble is a major issue. Would not buy again.,3,2025-01-16,25,True,0.574,neutral,"{""handle"": ""neutral""}",,handle wobble,P0008,Safari
Value for money purchase. good zippers is top notch. Already recommended to 3 friends.,4,2025-01-31,40,True,0.611,positive,"{""zipper"": ""positive"", ""price"": ""positive""}",good zippers,,P0008,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,5,2026-01-28,11,False,0.926,positive,"{""wheels"": ""positive""}",smooth wheels,,P0008,Safari
Excellent quality. good zippers is better than expected. Highly recommend.,4,2024-07-10,31,True,0.814,positive,"{""zipper"": ""positive"", ""durability"": ""positive""}",good zippers,,P0008,Safari
Really happy with this Safari luggage. The durable build is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-12-25,18,True,0.869,positive,"{""handle"": ""positive"", ""durability"": ""positive""}",durable build,,P0008,Safari
Great product! The durable build is exactly what I needed. My family loves it.,4,2024-11-19,13,True,0.754,positive,"{""durability"": ""positive""}",durable build,,P0008,Safari
Excellent quality. good zippers is better than expected. Highly recommend.,5,2026-03-07,21,False,1.0,positive,"{""zipper"": ""positive"", ""durability"": ""positive""}",good zippers,,P0008,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,5,2026-01-25,34,True,0.882,positive,"{""size"": ""positive""}",spacious compartments,,P0008,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-07-28,24,True,0.734,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0008,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2026-01-02,33,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0008,Safari
Been using for 6 months now. good zippers still as good as day one. Very satisfied.,5,2025-10-28,40,True,0.923,positive,"{""zipper"": ""positive""}",good zippers,,P0008,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2025-09-17,23,True,0.931,positive,"{""durability"": ""positive""}",durable build,,P0008,Safari
Not worth the price. handle wobble is a real problem. Customer care was unhelpful.,2,2025-05-11,0,True,0.213,negative,"{""handle"": ""negative"", ""price"": ""negative""}",,handle wobble,P0008,Safari
Value for money purchase. durable build is top notch. Already recommended to 3 friends.,4,2026-02-24,37,True,0.606,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0008,Safari
Great product! The spacious compartments is exactly what I needed. My family loves it.,4,2024-11-13,5,True,0.697,positive,"{""size"": ""positive""}",spacious compartments,,P0008,Safari
The durable build is outstanding. Packaging was good too. 5 stars.,5,2024-04-20,34,True,0.913,positive,"{""durability"": ""positive""}",durable build,,P0008,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2025-01-14,12,False,0.948,positive,"{""size"": ""positive""}",spacious compartments,,P0008,Safari
Really happy with this Safari luggage. The spacious compartments is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-01-15,35,True,0.886,positive,"{""handle"": ""positive"", ""size"": ""positive""}",spacious compartments,,P0008,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2025-05-12,29,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0008,Safari
Do not buy! The colour fading is terrible. Safari should improve quality control.,1,2024-10-04,24,True,0.054,negative,"{""durability"": ""negative"", ""design"": ""negative""}",,colour fading,P0009,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,4,2024-06-21,20,False,0.837,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The durable build impressed me. Would recommend to everyone.",4,2026-03-07,12,False,0.75,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,5,2024-10-17,39,True,0.876,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
Great product! The smooth wheels is exactly what I needed. My family loves it.,4,2025-09-07,41,True,0.761,positive,"{""wheels"": ""positive""}",smooth wheels,,P0009,Safari
Do not buy! The colour fading is terrible. Safari should improve quality control.,1,2024-09-14,26,True,0.026,negative,"{""durability"": ""negative"", ""design"": ""negative""}",,colour fading,P0009,Safari
Returned it after first use. The lock quality made it unusable. Waste of money.,2,2026-01-26,19,False,0.324,negative,"{""durability"": ""negative"", ""price"": ""negative""}",,lock quality,P0009,Safari
Value for money purchase. durable build is top notch. Already recommended to 3 friends.,5,2025-09-26,12,True,0.979,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
Purchased as a gift and the recipient loved it. spacious compartments is genuinely impressive for this price.,5,2024-06-24,36,True,0.888,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The good zippers impressed me. Would recommend to everyone.",5,2024-09-22,25,True,0.935,positive,"{""zipper"": ""positive""}",good zippers,,P0009,Safari
The good zippers is outstanding. Packaging was good too. 5 stars.,5,2025-05-11,23,True,0.959,positive,"{""zipper"": ""positive""}",good zippers,,P0009,Safari
Value for money purchase. smooth wheels is top notch. Already recommended to 3 friends.,5,2025-09-01,24,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0009,Safari
"It is okay. smooth wheels is fine, colour fading is a minor issue. Gets the job done.",3,2025-01-05,25,False,0.521,neutral,"{""wheels"": ""neutral"", ""design"": ""neutral""}",smooth wheels,colour fading,P0009,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-06-03,0,True,0.957,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0009,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,5,2024-11-01,35,True,1.0,positive,"{""wheels"": ""positive""}",smooth wheels,,P0009,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2025-11-18,16,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,4,2025-02-23,36,True,0.671,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The smooth wheels impressed me. Would recommend to everyone.",5,2024-05-02,44,True,0.881,positive,"{""wheels"": ""positive""}",smooth wheels,,P0009,Safari
Do not buy! The handle wobble is terrible. Safari should improve quality control.,3,2025-03-14,5,True,0.396,neutral,"{""handle"": ""neutral"", ""durability"": ""neutral""}",,handle wobble,P0009,Safari
"It is okay. smooth wheels is fine, colour fading is a minor issue. Gets the job done.",3,2025-02-06,7,True,0.424,neutral,"{""wheels"": ""neutral"", ""design"": ""neutral""}",smooth wheels,colour fading,P0009,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,4,2024-10-19,2,True,0.648,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
Value for money purchase. smooth wheels is top notch. Already recommended to 3 friends.,4,2024-05-19,25,True,0.656,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0009,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,4,2025-03-01,9,False,0.686,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,4,2025-02-24,32,True,0.652,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
Value for money purchase. spacious compartments is top notch. Already recommended to 3 friends.,5,2024-06-10,36,True,1.0,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
Great product! The spacious compartments is exactly what I needed. My family loves it.,4,2025-01-23,20,True,0.624,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,5,2025-04-17,12,True,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
"Delivered on time, product is solid. The durable build impressed me. Would recommend to everyone.",5,2024-07-16,28,True,0.973,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,4,2026-01-11,7,True,0.895,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
Really happy with this Safari luggage. The spacious compartments is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-12-16,19,True,0.634,positive,"{""handle"": ""positive"", ""size"": ""positive""}",spacious compartments,,P0009,Safari
Value for money purchase. spacious compartments is top notch. Already recommended to 3 friends.,4,2024-10-20,16,True,0.719,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
Really happy with this Safari luggage. The spacious compartments is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2024-05-29,33,False,1.0,positive,"{""handle"": ""positive"", ""size"": ""positive""}",spacious compartments,,P0009,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,4,2024-06-07,0,False,0.86,positive,"{""wheels"": ""positive""}",smooth wheels,,P0009,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2024-06-13,24,True,0.845,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0009,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2024-10-11,5,True,0.927,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Really happy with this Safari luggage. The good zippers is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2024-10-13,19,True,0.651,positive,"{""handle"": ""positive"", ""zipper"": ""positive""}",good zippers,,P0009,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2025-04-10,40,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
Average experience. smooth wheels works fine but not blown away. Expected more from Safari.,3,2025-03-08,1,True,0.629,neutral,"{""wheels"": ""neutral""}",smooth wheels,handle wobble,P0009,Safari
Average experience. spacious compartments works fine but not blown away. Expected more from Safari.,3,2025-03-02,42,False,0.517,neutral,"{""size"": ""neutral""}",spacious compartments,handle wobble,P0009,Safari
Value for money purchase. spacious compartments is top notch. Already recommended to 3 friends.,5,2025-01-27,19,True,1.0,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2024-05-08,12,True,0.934,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2024-09-07,10,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
The durable build is outstanding. Packaging was good too. 5 stars.,5,2025-11-10,1,True,0.906,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Returned it after first use. The colour fading made it unusable. Waste of money.,2,2024-06-25,17,True,0.197,negative,"{""design"": ""negative"", ""price"": ""negative""}",,colour fading,P0009,Safari
Really happy with this Safari luggage. The spacious compartments is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2024-07-21,39,True,0.978,positive,"{""handle"": ""positive"", ""size"": ""positive""}",spacious compartments,,P0009,Safari
Value for money purchase. spacious compartments is top notch. Already recommended to 3 friends.,4,2026-03-13,22,False,0.752,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
Quality is below par. lock quality within a month. Very frustrating experience.,2,2024-06-12,23,True,0.173,negative,"{""durability"": ""negative""}",,lock quality,P0009,Safari
"Delivered on time, product is solid. The good zippers impressed me. Would recommend to everyone.",4,2026-03-06,26,True,0.634,positive,"{""zipper"": ""positive""}",good zippers,,P0009,Safari
Value for money purchase. smooth wheels is top notch. Already recommended to 3 friends.,5,2025-09-13,13,False,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0009,Safari
"It is okay. good zippers is fine, lock quality is a minor issue. Gets the job done.",3,2024-05-04,20,True,0.437,neutral,"{""zipper"": ""neutral"", ""durability"": ""neutral""}",good zippers,lock quality,P0009,Safari
Disappointed with this purchase. The colour fading started showing after just 2 trips. Expected better from Safari.,2,2025-03-15,20,True,0.274,negative,"{""design"": ""negative""}",,colour fading,P0009,Safari
Decent product. durable build is good but lock quality needs improvement. 3 stars.,3,2025-01-01,29,True,0.396,neutral,"{""durability"": ""neutral""}",durable build,lock quality,P0009,Safari
Purchased as a gift and the recipient loved it. spacious compartments is genuinely impressive for this price.,5,2026-02-27,35,True,0.994,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
Been using for 6 months now. durable build still as good as day one. Very satisfied.,5,2025-06-01,18,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
"Delivered on time, product is solid. The durable build impressed me. Would recommend to everyone.",5,2024-06-16,28,False,0.866,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2025-05-12,28,False,0.951,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
Great product! The spacious compartments is exactly what I needed. My family loves it.,4,2024-04-30,41,True,0.64,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
Disappointed with this purchase. The handle wobble started showing after just 2 trips. Expected better from Safari.,2,2024-06-28,23,False,0.119,negative,"{""handle"": ""negative""}",,handle wobble,P0009,Safari
Purchased as a gift and the recipient loved it. spacious compartments is genuinely impressive for this price.,4,2025-10-16,21,True,0.897,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",4,2024-04-09,3,True,0.697,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
"Delivered on time, product is solid. The good zippers impressed me. Would recommend to everyone.",4,2025-11-25,12,False,0.843,positive,"{""zipper"": ""positive""}",good zippers,,P0009,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2024-09-29,0,True,0.926,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Excellent quality. spacious compartments is better than expected. Highly recommend.,5,2025-01-11,5,True,1.0,positive,"{""size"": ""positive"", ""durability"": ""positive""}",spacious compartments,,P0009,Safari
Value for money purchase. smooth wheels is top notch. Already recommended to 3 friends.,4,2025-11-08,3,True,0.828,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0009,Safari
Been using for 6 months now. durable build still as good as day one. Very satisfied.,4,2026-01-09,3,False,0.779,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Average experience. spacious compartments works fine but not blown away. Expected more from Safari.,3,2024-07-22,42,True,0.491,neutral,"{""size"": ""neutral""}",spacious compartments,lock quality,P0009,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2026-01-03,19,True,0.974,positive,"{""size"": ""positive""}",spacious compartments,,P0009,Safari
Quality is below par. colour fading within a month. Very frustrating experience.,1,2024-12-12,8,False,0.0,negative,"{""durability"": ""negative"", ""design"": ""negative""}",,colour fading,P0009,Safari
Average product. The lock quality is a major issue. Would not buy again.,2,2024-04-26,13,True,0.379,negative,"{""durability"": ""negative""}",,lock quality,P0009,Safari
Been using for 6 months now. durable build still as good as day one. Very satisfied.,5,2025-05-19,16,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
"It is okay. smooth wheels is fine, handle wobble is a minor issue. Gets the job done.",3,2024-10-23,40,True,0.64,neutral,"{""wheels"": ""neutral"", ""handle"": ""neutral""}",smooth wheels,handle wobble,P0009,Safari
Returned it after first use. The lock quality made it unusable. Waste of money.,3,2026-04-07,7,False,0.387,neutral,"{""durability"": ""neutral"", ""price"": ""neutral""}",,lock quality,P0009,Safari
Value for money purchase. durable build is top notch. Already recommended to 3 friends.,5,2025-02-08,26,False,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
Value for money purchase. spacious compartments is top notch. Already recommended to 3 friends.,5,2025-07-22,4,True,1.0,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0009,Safari
Great product! The smooth wheels is exactly what I needed. My family loves it.,5,2025-04-24,25,True,0.904,positive,"{""wheels"": ""positive""}",smooth wheels,,P0009,Safari
Value for money purchase. durable build is top notch. Already recommended to 3 friends.,4,2025-04-27,43,True,0.62,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0009,Safari
"Delivered on time, product is solid. The durable build impressed me. Would recommend to everyone.",5,2024-07-05,29,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0009,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2026-02-10,33,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0009,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2024-05-07,21,True,0.853,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0009,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2026-01-10,31,True,0.839,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0010,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,4,2025-03-21,2,True,0.66,positive,"{""wheels"": ""positive""}",smooth wheels,,P0010,Safari
Disappointed with this purchase. The lock quality started showing after just 2 trips. Expected better from Safari.,2,2024-11-12,9,True,0.149,negative,"{""durability"": ""negative""}",,lock quality,P0010,Safari
Okay for the price. Liked the smooth wheels but colour fading is a concern. Time will tell.,3,2025-12-29,33,True,0.399,neutral,"{""wheels"": ""neutral"", ""design"": ""neutral"", ""price"": ""neutral""}",smooth wheels,colour fading,P0010,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,5,2024-10-21,7,False,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0010,Safari
"It is okay. durable build is fine, colour fading is a minor issue. Gets the job done.",3,2026-02-20,6,True,0.55,neutral,"{""durability"": ""neutral"", ""design"": ""neutral""}",durable build,colour fading,P0010,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,5,2025-09-06,20,True,1.0,positive,"{""wheels"": ""positive""}",smooth wheels,,P0010,Safari
Great product! The smooth wheels is exactly what I needed. My family loves it.,4,2025-10-29,17,False,0.708,positive,"{""wheels"": ""positive""}",smooth wheels,,P0010,Safari
Average experience. durable build works fine but not blown away. Expected more from Safari.,3,2024-09-23,20,True,0.613,neutral,"{""durability"": ""neutral""}",durable build,handle wobble,P0010,Safari
Okay for the price. Liked the smooth wheels but lock quality is a concern. Time will tell.,3,2025-10-15,4,True,0.468,neutral,"{""wheels"": ""neutral"", ""durability"": ""neutral"", ""price"": ""neutral""}",smooth wheels,lock quality,P0010,Safari
Not worth the price. handle wobble is a real problem. Customer care was unhelpful.,1,2024-05-17,3,False,0.095,negative,"{""handle"": ""negative"", ""price"": ""negative""}",,handle wobble,P0010,Safari
"Delivered on time, product is solid. The good zippers impressed me. Would recommend to everyone.",5,2024-08-10,40,True,0.982,positive,"{""zipper"": ""positive""}",good zippers,,P0010,Safari
The smooth wheels is outstanding. Packaging was good too. 5 stars.,5,2024-05-22,34,False,0.963,positive,"{""wheels"": ""positive""}",smooth wheels,,P0010,Safari
Okay for the price. Liked the good zippers but lock quality is a concern. Time will tell.,3,2026-01-03,44,True,0.489,neutral,"{""zipper"": ""neutral"", ""durability"": ""neutral"", ""price"": ""neutral""}",good zippers,lock quality,P0010,Safari
Value for money purchase. good zippers is top notch. Already recommended to 3 friends.,5,2025-11-12,39,True,0.94,positive,"{""zipper"": ""positive"", ""price"": ""positive""}",good zippers,,P0010,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2025-05-11,29,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0010,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2025-10-16,18,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0010,Safari
Great product! The spacious compartments is exactly what I needed. My family loves it.,5,2025-12-20,20,True,0.92,positive,"{""size"": ""positive""}",spacious compartments,,P0010,Safari
Excellent quality. smooth wheels is better than expected. Highly recommend.,5,2025-02-09,15,True,1.0,positive,"{""wheels"": ""positive"", ""durability"": ""positive""}",smooth wheels,,P0010,Safari
Great product! The good zippers is exactly what I needed. My family loves it.,4,2024-04-28,37,True,0.715,positive,"{""zipper"": ""positive""}",good zippers,,P0010,Safari
Okay for the price. Liked the smooth wheels but lock quality is a concern. Time will tell.,3,2025-10-13,42,True,0.513,neutral,"{""wheels"": ""neutral"", ""durability"": ""neutral"", ""price"": ""neutral""}",smooth wheels,lock quality,P0010,Safari
Excellent quality. good zippers is better than expected. Highly recommend.,4,2025-12-30,28,True,0.872,positive,"{""zipper"": ""positive"", ""durability"": ""positive""}",good zippers,,P0010,Safari
Decent product. durable build is good but lock quality needs improvement. 3 stars.,3,2024-05-07,38,True,0.537,neutral,"{""durability"": ""neutral""}",durable build,lock quality,P0010,Safari
Really happy with this Safari luggage. The good zippers is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2025-11-17,37,True,0.635,positive,"{""handle"": ""positive"", ""zipper"": ""positive""}",good zippers,,P0010,Safari
"Delivered on time, product is solid. The durable build impressed me. Would recommend to everyone.",5,2025-06-14,24,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0010,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,4,2024-05-13,19,True,0.788,positive,"{""size"": ""positive""}",spacious compartments,,P0010,Safari
Decent product. smooth wheels is good but handle wobble needs improvement. 3 stars.,3,2024-07-21,32,True,0.45,neutral,"{""wheels"": ""neutral"", ""handle"": ""neutral""}",smooth wheels,handle wobble,P0010,Safari
The smooth wheels is outstanding. Packaging was good too. 5 stars.,5,2026-02-13,0,True,0.892,positive,"{""wheels"": ""positive""}",smooth wheels,,P0010,Safari
Returned it after first use. The handle wobble made it unusable. Waste of money.,3,2025-08-11,27,True,0.588,neutral,"{""handle"": ""neutral"", ""price"": ""neutral""}",,handle wobble,P0010,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2025-01-18,34,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0010,Safari
Purchased as a gift and the recipient loved it. spacious compartments is genuinely impressive for this price.,5,2025-04-05,26,True,1.0,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0010,Safari
Decent product. spacious compartments is good but handle wobble needs improvement. 3 stars.,3,2026-01-25,41,False,0.618,neutral,"{""handle"": ""neutral"", ""size"": ""neutral""}",spacious compartments,handle wobble,P0010,Safari
Purchased as a gift and the recipient loved it. good zippers is genuinely impressive for this price.,5,2025-11-20,5,False,1.0,positive,"{""zipper"": ""positive"", ""price"": ""positive""}",good zippers,,P0010,Safari
Quality is below par. lock quality within a month. Very frustrating experience.,3,2024-07-09,11,True,0.396,neutral,"{""durability"": ""neutral""}",,lock quality,P0010,Safari
The good zippers is outstanding. Packaging was good too. 5 stars.,4,2025-01-29,38,False,0.694,positive,"{""zipper"": ""positive""}",good zippers,,P0010,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,5,2024-09-26,36,True,0.925,positive,"{""size"": ""positive""}",spacious compartments,,P0010,Safari
Average experience. good zippers works fine but not blown away. Expected more from Safari.,3,2025-12-14,37,True,0.573,neutral,"{""zipper"": ""neutral""}",good zippers,lock quality,P0010,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,5,2026-01-18,33,True,0.86,positive,"{""size"": ""positive""}",spacious compartments,,P0010,Safari
Great product! The good zippers is exactly what I needed. My family loves it.,5,2024-10-03,37,True,1.0,positive,"{""zipper"": ""positive""}",good zippers,,P0010,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2024-10-31,30,True,1.0,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0010,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,4,2024-04-27,38,True,0.863,positive,"{""wheels"": ""positive""}",smooth wheels,,P0010,Safari
Excellent quality. smooth wheels is better than expected. Highly recommend.,5,2024-08-30,3,True,0.953,positive,"{""wheels"": ""positive"", ""durability"": ""positive""}",smooth wheels,,P0010,Safari
Excellent quality. durable build is better than expected. Highly recommend.,4,2024-11-07,4,True,0.846,positive,"{""durability"": ""positive""}",durable build,,P0010,Safari
Been using for 6 months now. spacious compartments still as good as day one. Very satisfied.,4,2025-07-19,0,True,0.633,positive,"{""size"": ""positive""}",spacious compartments,,P0010,Safari
Excellent quality. spacious compartments is better than expected. Highly recommend.,5,2025-10-11,16,True,1.0,positive,"{""size"": ""positive"", ""durability"": ""positive""}",spacious compartments,,P0010,Safari
Really happy with this Safari luggage. The spacious compartments is excellent. Bought for a trip to Goa and it handled everything perfectly.,4,2026-01-12,9,True,0.638,positive,"{""handle"": ""positive"", ""size"": ""positive""}",spacious compartments,,P0010,Safari
